
               LEAST-SQUARES LINEAR REGRESSION OF LEVEL AND GAMMA ENERGIES
 
        LEVEL ENERGIES
    1.     0.0
    2.    52.004 14                     
    3.   142.576 14                     
    4.   227.823 13                     
    5.   280.774 14                     
    6.   289.632 16                     
    7.   444.302 20                     
    8.   584.895 16                     
    9.   627.526 16                     
   10.   773.815 17                     
   11.   835.228 19                     
   12.   991.47 3                       
   13.  1088.522 20                     
   14.  1124.339 24                     
   15.  1270.55 3                       
   16.  1321.27 3                       
   17.  1394.38 4                       
   18.  1427.88 8                       
   19.  1526.83 4                       
   20.  1642.75 3                       
   21.  1692.3 3                        
   22.  1708.17 5                       
   23.  1763.07 13                      
   24.  1799.76 7                       
   25.  1886.01 10                      
   26.  1919.96 3                       
   27.  1921.10 4                       
   28.  2043.32 4                       
   29.  2063.01 4                       
   30.  2070.57 9                       
   31.  2084.56 16                      
   32.  2114.24 7                       
   33.  2119.34 9                       
   34.  2184.9 7                        
   35.  2203.23 5                       
   36.  2221.80 9                       
   37.  2252.82 13                      
   38.  2291.47 16                      
   39.  2302.64 8                       
   40.  2329.9 3                        
   41.  2366.63 20                      
   42.  2375.17 20                      
   43.  2395.84 12                      
   44.  2410.53 4                       
   45.  2431.19 13                      
   46.  2442.54 4                       
   47.  2450.97 14                      
   48.  2459.56 10                      
   49.  2486.4 7                        
   50.  2494.54 15                      
   51.  2521.9 3                        
   52.  2558.95 19                      
   53.  2567.92 16                      
   54.  2590.19 4                       
   55.  2642.92 20                      
   56.  2663.4 3                        
   57.  2694.50 18                      
   58.  2705.29 6                       
   59.  2714.32 20                      
   60.  2783.22 21                      
   61.  2834.01 19                      
   62.  2856.12 13                      
   63.  2863.41 7                       
   64.  2890.1 3                        
   65.  2939.91 14                      
   66.  2956.33 24                      
   67.  2979.34 16                      
   68.  3002.04 17                      
   69.  3016.98 11                      
   70.  3032.2 3                        
   71.  3056.40 23                      
   72.  3081.58 16                      
   73.  3094.97 15                      
   74.  3136.29 12                      
   75.  3176.74 24                      
   76.  3191.73 17                      
   77.  3205.01 10                      
   78.  3229.91 15                      
   79.  3260.5 4                        
   80.  3278.83 18                      
   81.  3314.77 9                       
   82.  3381.2 3                        
   83.  3396.5 4                        
   84.  3413.76 21                      
   85.  3424.76 15                      
   86.  3443.4 4                        
   87.  3474.29 13                      
   88.  3493.28 6                       
   89.  3550.30 18                      
   90.  3596.94 24                      
   91.  3604.8 3                        
   92.  3620.6 3                        
   93.  3631.98 21                      
   94.  3656.0 4                        
   95.  3675.15 13                      
   96.  3710.8 3                        
   97.  3720.3 4                        
   98.  3766.71 13                      
   99.  3785.65 6                       
  100.  3813.9 3                        
  101.  3841.07 12                      
  102.  3868.75 11                      
  103.  3877.03 17                      
  104.  3937.36 10                      
  105.  3945.3 3                        
  106.  4039.81 12                      
  107.  4074.67 25                      
  108.  4081.26 15                      
  109.  4103.65 24                      
  110.  4131.96 9                       
  111.  4143.08 17                      
  112.  4261.70 13                      
  113.  4294.6 3                        
  114.  4319.06 15                      
  115.  4383.15 8                       
  116.  4432.78 16                      
  117.  4447.78 20                      
  118.  4468.17 21                      
  119.  4523.34 22                      
  120.  4529.1 4                        
  121.  4587.51 17                      
  122.  4606.34 19                      
  123.  4694.6 1                        
  124.  4700.95 14                      
  125.  4719.54 16                      
  126.  4754.3 3                        
  127.  4761.37 21                      
  128.  4787.6 3                        
  129.  4872.7 3                        
  130.  4882.96 24                      
  131.  4961.51 9                       
  132.  5048.99 18                      
  133.  5092.5 3                        
  134.  5302.15 17                      
  135.  5346.0 3                        
  136.  5541.4 3                        
  137.  8760.53 3                       
 
   GAMMA ENERGIES
       45SC(N,G) E=THERMA-  ENERGY     DE    L1  L2
 -----------------------------------------------------------------------------------------------------------------------------------
    (2     52.049 21           52.004 14     2  1                                                                                   
    (1       61.88 5           61.810 19     6  4                                                                                   
    (3    142.627 16          142.576 14     3  1                                                                                   
    (3    147.114 16          147.056 14     6  3                                                                                   
          216.475 17          216.479 16     7  4                                                                                   
    (2    227.860 16          227.822 13     4  1                                                                                   
    (2    228.806 16          228.770 13     5  2                                                                                   
    (1    280.748 24          280.774 14     5  1                                                                                   
    (4    295.343 19          295.262 15     8  6                                                                                   
            314.73 4          314.705 23    13 10                                                                                   
            357.10 7          357.071 19     8  4                                                                                   
    (2      399.77 3          399.701 18     9  4                                                                                   
    (1      402.82 5            402.91 4    17 12                                                                                   
    (3     437.03 19            437.61 5    22 15                                                                                   
            442.30 5          442.317 17     8  3                                                                                   
             478.6 3             478.6 3    51 28                                                                                   
          486.054 21          486.039 21    16 11                                                                                   
    (6     492.06 15          493.038 20    10  5                                                                                   
    (2     496.44 16            496.81 3    14  9                                                                                   
    (1    539.466 25          539.440 22    14  8                                                                                   
            547.14 3            547.16 3    12  7                                                                                   
    (4    554.555 23          554.450 18    11  5                                                                                   
    (3      584.80 3          584.891 16     8  1                                                                                   
    (3     600.25 11            599.83 5    27 16                                                                                   
    (2    627.477 22          627.521 16     9  1                                                                                   
    (1      643.06 3          643.021 24    15  9                                                                                   
    (1      685.58 6            685.65 3    15  8                                                                                   
            711.23 7            711.23 7    24 13                                                                                   
            721.78 3          721.805 19    10  2                                                                                   
           749.21 10            749.30 8    30 16                                                                                   
    (1    773.834 22          773.808 17    10  1                                                                                   
            807.74 3          807.740 20    13  5                                                                                   
    (4      835.07 3          835.220 19    11  1                                                                                   
    (1      843.49 4          843.556 25    14  5                                                                                   
    (1      860.66 3          860.691 21    13  4                                                                                   
    (3       883.2 4            881.95 6    35 16                                                                                   
    (1      899.37 6            899.30 4    19  9                                                                                   
    (1     930.03 12           930.20 11    85 50                                                                                   
           942.15 22           942.15 22    71 32                                                                                   
    (1     1015.16 4           1015.21 3    20  9                                                                                   
           1057.88 4           1057.84 3    20  8                                                                                   
          1065.17 11           1065.16 9    48 17                                                                                   
    (1     1082.44 6           1082.52 4    19  7                                                                                   
          1088.59 25         1088.508 20    13  1                                                                                   
    (3     1123.41 5           1123.26 4    22  8                                                                                   
    (1     1134.34 7           1134.42 7    77 30                                                                                   
          1162.36 14           1162.30 8    54 18                                                                                   
    (1     1166.60 4           1166.54 3    17  4                                                                                   
           1227.76 4           1227.77 4    29 11                                                                                   
    (1    1235.07 18           1235.33 8    30 11                                                                                   
           1251.72 8           1251.74 8    81 29                                                                                   
    (2     1270.43 5           1270.53 3    15  1                                                                                   
           1285.31 9           1285.28 8    18  3                                                                                   
          1321.92 11           1321.98 4    44 13                                                                                   
           1335.04 3           1335.04 3    26  8                                                                                   
          1362.43 14          1362.43 14    47 13                                                                                   
    (2    1405.56 19          1406.00 15    50 13                                                                                   
    (4    1414.93 20           1415.77 5    28  9                                                                                   
          1422.14 17          1422.10 15   124 80                                                                                   
    (1    1508.96 19          1509.19 16   124 76                                                                                   
    (1      1519.6 4            1520.2 3    91 31                                                                                   
    (1      1552.4 3          1552.86 17   111 54                                                                                   
           1575.28 4           1575.27 4    44 11                                                                                   
            1592.1 3            1592.1 3   100 36                                                                                   
    (2     1618.16 7           1618.30 5    35  8                                                                                   
            1650.0 4          1649.87 24    75 19                                                                                   
          1658.10 14          1658.16 10    25  4                                                                                   
          1663.98 18          1663.92 16    38  9                                                                                   
    (1      1667.9 4           1668.69 4    46 10                                                                                   
    (1      1681.2 3            1681.5 3   134 92                                                                                   
            1692.3 3            1692.3 3    21  1                                                                                   
    (2     1693.35 5           1693.24 4    27  4                                                                                   
    (6    1707.07 16           1708.13 5    22  1                                                                                   
    (2     1753.89 9           1753.65 4    28  6                                                                                   
          1763.03 13          1763.03 13    23  1                                                                                   
          1777.52 11           1777.46 9    36  7                                                                                   
          1799.74 19           1799.72 7    24  1                                                                                   
          1803.65 16          1803.75 16    31  5                                                                                   
           1814.98 5           1814.97 4    46  9                                                                                   
    (4    1818.93 21          1817.97 13   106 36                                                                                   
    (1     1829.57 9           1829.67 9    33  6                                                                                   
           1857.62 6           1857.60 4    46  8                                                                                   
           1870.07 7           1870.02 6    58 11                                                                                   
            1879.3 3          1879.05 20    59 11                                                                                   
    (1    1885.78 16          1885.97 10    25  1                                                                                   
           1900.68 5           1900.70 4    28  3                                                                                   
          1913.66 11           1913.55 5    35  6                                                                                   
          1920.64 18          1920.64 18    57 10                                                                                   
    (3    1932.83 23           1932.13 9    36  6                                                                                   
          1940.29 17          1940.35 16    53  9                                                                                   
    (3    1961.77 24           1962.62 4    54  9                                                                                   
    (1    1966.21 18           1966.40 7    88 19                                                                                   
          1970.45 24          1970.59 15    73 14                                                                                   
    (2    1975.68 15           1975.36 5    35  4                                                                                   
           2005.28 4           2005.25 4    54  8                                                                                   
          2020.81 20          2020.85 13    62 11                                                                                   
    (1    2058.32 17          2058.49 13    98 22                                                                                   
          2079.92 17          2079.86 13    87 17                                                                                   
    (2      2098.9 3          2099.69 24   130 60                                                                                   
          2106.09 12          2106.15 11    43  6                                                                                   
    (1    2110.01 14          2110.19 13    37  3                                                                                   
           2114.19 7           2114.19 7    32  1                                                                                   
          2129.65 13           2129.70 4    44  5                                                                                   
            2153.1 6          2152.97 13    87 16                                                                                   
            2178.5 3          2178.73 10    48  5                                                                                   
            2184.8 7            2184.8 7    34  1                                                                                   
            2197.0 3            2197.0 3    70 11                                                                                   
          2203.38 15          2203.31 13    45  4                                                                                   
    (3      2214.5 3          2213.49 11    77 12                                                                                   
          2243.15 14          2243.11 11    69 10                                                                                   
    (1      2269.3 5          2269.95 20    59  7                                                                                   
            2277.8 3            2277.8 3    40  2                                                                                   
            2291.1 4          2291.41 16    38  1                                                                                   
           2302.55 8           2302.58 8    39  1                                                                                   
            2317.1 3          2316.92 10    48  3                                                                                   
          2331.06 19          2331.06 19    52  4                                                                                   
    (1    2340.77 18          2340.53 13   112 27                                                                                   
          2351.79 17          2351.75 16    67  9                                                                                   
    (3    2361.90 16          2362.41 12    74 10                                                                                   
          2366.56 20          2366.56 20    41  1                                                                                   
    (1    2373.42 20          2373.03 15   108 22                                                                                   
          2375.10 20          2375.10 20    42  1                                                                                   
          2404.76 12           2404.69 6    88 13                                                                                   
          2410.47 22           2410.46 4    44  1                                                                                   
            2442.4 3           2442.47 4    46  1                                                                                   
    (2    2477.02 17           2477.40 6    58  4                                                                                   
            2486.3 7            2486.3 7    49  1                                                                                   
    (2      2501.7 3          2502.37 21    60  5                                                                                   
    (3      2566.4 7          2564.13 17    76  9                                                                                   
    (1      2578.1 3          2578.45 21    84 11                                                                                   
            2600.4 3            2600.4 3    64  6                                                                                   
    (1      2606.9 3          2606.40 17   103 15                                                                                   
          2628.28 19          2628.22 13    62  4                                                                                   
           2635.54 7           2635.51 7    63  4                                                                                   
          2642.84 20          2642.84 20    55  1                                                                                   
    (1     2662.0 10            2663.3 3    56  1                                                                                   
          2666.61 24          2666.61 24    66  6                                                                                   
            2678.2 5          2678.10 13    98 13                                                                                   
    (1      2694.7 8          2693.85 18    80  8                                                                                   
    (1      2714.6 3          2714.99 18    89 11                                                                                   
          2721.18 17          2721.18 17    68  5                                                                                   
    (1      2788.7 3          2789.07 11    69  4                                                                                   
          2797.24 14          2797.24 14    65  3                                                                                   
          2805.13 25          2805.25 15    73  6                                                                                   
            2815.2 5          2815.08 22   119 22                                                                                   
          2833.84 21          2833.91 19    61  1                                                                                   
            2834.5 4          2834.43 18    80  7                                                                                   
    (1    2871.21 22          2870.86 17   134 45                                                                                   
            2886.6 5            2886.2 4   120 20                                                                                   
            2901.2 4          2901.10 15   124 24                                                                                   
    (3    2928.72 23          2929.55 17   132 33                                                                                   
    (1      2944.1 4          2944.66 17   121 20                                                                                   
    (1      2950.4 4          2951.19 13   106 13                                                                                   
    (3      2962.8 3          2963.81 17    76  4                                                                                   
    (2      2981.4 4          2980.35 15    85  7                                                                                   
    (1      2990.6 3          2991.04 13   112 15                                                                                   
            2996.2 3          2996.40 22   119 19                                                                                   
           3011.71 7           3011.73 6    99 10                                                                                   
    (2      3017.6 5          3018.63 17   111 14                                                                                   
            3028.4 4            3028.4 4    94  9                                                                                   
    (2    3049.36 19           3048.87 6    88  7                                                                                   
          3081.48 17          3081.47 16    72  1                                                                                   
            3083.2 3            3083.2 3    96  9                                                                                   
            3089.9 3          3089.68 15   108 12                                                                                   
    (1      3116.6 6            3117.8 4    79  3                                                                                   
           3186.1 13          3185.82 21    84  4                                                                                   
